EQ,separated_EQ,group,separated_group
1319,3135,207,219
1319,3136,207,1
1320,3137,95,101
1320,3138,95,5
1320,3139,95,1
1321,3140,146,155
1321,3141,146,1
1322,3142,208,220
1322,3143,208,74
1323,3144,209,221
1324,3145,3,6
1324,3146,3,5
1325,3147,51,56
1325,3148,51,5
1326,3149,51,56
1326,3150,51,5
1327,3151,19,22
1327,3152,19,5
1328,3153,41,45
1328,3154,41,5
1329,3155,109,117
1329,3156,109,1
1330,3157,155,164
1330,3158,155,1
1331,3159,143,152
1331,3160,143,1
1331,3161,143,37
1332,3162,3,6
1332,3163,3,5
1333,3164,46,50
1333,3165,46,1
1334,3166,46,50
1334,3167,46,1
1335,3168,7,10
1335,3169,7,5
1335,3170,7,1
1336,3171,57,62
1336,3172,57,5
1337,3173,99,106
1337,3174,99,2
1338,3175,46,50
1338,3176,46,1
1339,3177,46,50
1339,3178,46,1
1340,3179,174,184
1340,3180,174,5
1340,3181,174,1
1341,3182,109,117
1341,3183,109,1
1342,3184,46,50
1342,3185,46,1
1343,3186,210,222
1343,3187,210,1
1344,3188,42,46
1344,3189,42,5
1345,3190,46,50
1345,3191,46,1
1346,3192,46,50
1346,3193,46,1
1347,3194,109,117
1347,3195,109,1
1348,3196,211,223
1348,3197,211,5
1349,3198,211,223
1349,3199,211,5
1350,3200,148,157
1350,3201,148,1
1351,3202,212,224
1351,3203,212,1
1352,3204,182,193
1352,3205,182,1
1353,3206,188,199
1353,3207,188,1
1354,3208,148,157
1354,3209,148,1
1355,3210,161,170
1355,3211,161,171
1356,3212,19,22
1356,3213,19,5
1357,3214,7,10
1357,3215,7,5
1357,3216,7,1
1358,3217,7,10
1358,3218,7,5
1358,3219,7,1
1359,3220,7,10
1359,3221,7,5
1359,3222,7,1
1360,3223,19,22
1360,3224,19,5
1361,3225,46,50
1361,3226,46,1
1362,3227,163,173
1362,3228,163,5
1362,3229,163,1
1362,3230,163,37
1363,3231,163,173
1363,3232,163,5
1363,3233,163,1
1363,3234,163,37
1364,3235,109,117
1364,3236,109,1
1365,3237,7,10
1365,3238,7,5
1365,3239,7,1
1366,3240,40,44
1366,3241,40,5
1367,3242,153,162
1367,3243,153,5
1367,3244,153,37
1368,3245,145,154
1368,3246,145,1
1369,3247,46,50
1369,3248,46,1
1370,3249,19,22
1370,3250,19,5
1371,3251,37,41
1371,3252,37,5
1372,3253,37,41
1372,3254,37,5
1373,3255,160,169
1373,3256,160,5
1374,3257,213,225
1374,3258,213,1
1375,3259,146,155
1375,3260,146,1
1376,3261,199,211
1376,3262,199,5
1377,3263,199,211
1377,3264,199,5
1378,3265,46,50
1378,3266,46,1
1379,3267,192,204
1379,3268,192,5
1379,3269,192,1
1380,3270,192,204
1380,3271,192,5
1380,3272,192,1
1381,3273,46,50
1381,3274,46,1
1382,3275,196,208
1382,3276,196,1
1383,3277,214,226
1384,3278,63,68
1384,3279,63,5
1384,3280,63,1
1385,3281,7,10
1385,3282,7,5
1385,3283,7,1
1386,3284,3,6
1386,3285,3,5
1387,3286,46,50
1387,3287,46,1
1388,3288,46,50
1388,3289,46,1
1389,3290,155,164
1389,3291,155,1
1390,3292,200,212
1390,3293,200,1
1391,3294,38,42
1391,3295,38,5
1392,3296,7,10
1392,3297,7,5
1392,3298,7,1
1393,3299,38,42
1393,3300,38,5
1394,3301,3,6
1394,3302,3,5
1395,3303,7,10
1395,3304,7,5
1395,3305,7,1
1396,3306,148,157
1396,3307,148,1
1397,3308,148,157
1397,3309,148,1
1398,3310,212,224
1398,3311,212,1
1399,3312,215,227
1399,3313,215,1
1400,3314,216,228
1400,3315,216,74
1400,3316,216,1
1401,3317,206,218
1401,3318,206,5
1402,3319,217,229
1402,3320,217,5
1403,3321,3,6
1403,3322,3,5
1404,3323,3,6
1404,3324,3,5
1405,3325,37,41
1405,3326,37,5
1406,3327,41,45
1406,3328,41,5
1407,3329,32,35
1407,3330,32,5
1408,3331,218,230
1409,3332,219,231
1409,3333,219,5
1410,3334,158,167
1410,3335,158,1
1411,3336,212,224
1411,3337,212,1
1412,3338,157,166
1413,3339,146,155
1413,3340,146,1
1414,3341,196,208
1414,3342,196,1
1415,3343,220,232
1415,3344,220,233
1416,3345,32,35
1416,3346,32,5
1417,3347,221,234
1417,3348,221,5
1418,3349,222,235
1418,3350,222,236
1418,3351,222,1
1419,3352,143,152
1419,3353,143,1
1419,3354,143,37
1420,3355,12,15
1420,3356,12,1
1421,3357,223,237
1421,3358,223,1
1422,3359,46,50
1422,3360,46,1
1423,3361,196,208
1423,3362,196,1
1424,3363,158,167
1424,3364,158,1
1425,3365,190,201
1425,3366,190,5
1426,3367,3,6
1426,3368,3,5
1427,3369,3,6
1427,3370,3,5
1428,3371,224,238
1428,3372,224,74
1429,3373,225,239
1429,3374,225,74
1430,3375,225,239
1430,3376,225,74
1431,3377,154,163
1431,3378,154,5
1432,3379,226,240
1432,3380,226,5
1433,3381,146,155
1433,3382,146,1
1434,3383,46,50
1434,3384,46,1
1435,3385,46,50
1435,3386,46,1
1436,3387,46,50
1436,3388,46,1
1437,3389,91,97
1438,3390,227,241
1438,3391,227,5
1439,3392,46,50
1439,3393,46,1
1440,3394,146,155
1440,3395,146,1
1441,3396,46,50
1441,3397,46,1
1442,3398,42,46
1442,3399,42,5
1443,3400,42,46
1443,3401,42,5
1444,3402,53,58
1444,3403,53,5
1445,3404,19,22
1445,3405,19,5
1446,3406,157,166
1447,3407,32,35
1447,3408,32,5
1448,3409,32,35
1448,3410,32,5
1449,3411,3,6
1449,3412,3,5
1450,3413,75,81
1450,3414,75,2
1451,3415,2,4
1451,3416,2,5
1451,3417,2,2
1452,3418,45,49
1452,3419,45,5
1453,3420,188,199
1453,3421,188,1
1454,3422,146,155
1454,3423,146,1
1455,3424,4,7
1455,3425,4,5
1455,3426,4,2
1456,3427,205,217
1456,3428,205,1
1457,3429,32,35
1457,3430,32,5
1458,3431,46,50
1458,3432,46,1
1459,3433,158,167
1459,3434,158,1
1460,3435,228,242
1460,3436,228,74
1461,3437,68,73
1461,3438,68,74
1462,3439,57,62
1462,3440,57,5
1463,3441,146,155
1463,3442,146,1
1464,3443,146,155
1464,3444,146,1
1465,3445,109,117
1465,3446,109,1
1466,3447,46,50
1466,3448,46,1
1467,3449,2,4
1467,3450,2,5
1467,3451,2,2
1468,3452,7,10
1468,3453,7,5
1468,3454,7,1
1469,3455,63,68
1469,3456,63,5
1469,3457,63,1
1470,3458,158,167
1470,3459,158,1
1471,3460,229,243
1471,3461,229,5
1472,3462,180,190
1472,3463,180,5
1473,3464,46,50
1473,3465,46,1
1474,3466,46,50
1474,3467,46,1
1475,3468,155,164
1475,3469,155,1
1476,3470,155,164
1476,3471,155,1
1477,3472,155,164
1477,3473,155,1
1478,3474,42,46
1478,3475,42,5
1479,3476,144,153
1479,3477,144,5
1480,3478,81,87
1480,3479,81,5
1480,3480,81,2
1481,3481,81,87
1481,3482,81,5
1481,3483,81,2
1482,3484,230,244
1482,3485,230,5
1482,3486,230,37
1483,3487,3,6
1483,3488,3,5
1484,3489,3,6
1484,3490,3,5
1485,3491,7,10
1485,3492,7,5
1485,3493,7,1
1486,3494,99,106
1486,3495,99,2
1487,3496,41,45
1487,3497,41,5
1488,3498,41,45
1488,3499,41,5
1489,3500,21,24
1489,3501,21,1
1490,3502,7,10
1490,3503,7,5
1490,3504,7,1
1491,3505,57,62
1491,3506,57,5
1492,3507,146,155
1492,3508,146,1
1493,3509,157,166
1494,3510,158,167
1494,3511,158,1
1495,3512,19,22
1495,3513,19,5
1496,3514,231,245
1497,3515,231,245
1498,3516,232,246
1499,3517,233,247
1500,3518,161,170
1500,3519,161,171
1501,3520,109,117
1501,3521,109,1
1502,3522,7,10
1502,3523,7,5
1502,3524,7,1
1503,3525,55,60
1503,3526,55,5
1504,3527,157,166
1505,3528,234,248
1505,3529,234,236
1506,3530,3,6
1506,3531,3,5
1507,3532,3,6
1507,3533,3,5
1508,3534,235,249
1509,3535,158,167
1509,3536,158,1
1510,3537,235,249
1511,3538,2,4
1511,3539,2,5
1511,3540,2,2
1512,3541,236,250
1513,3542,236,250
1514,3543,158,167
1514,3544,158,1
1515,3545,235,249
1516,3546,46,50
1516,3547,46,1
1517,3548,46,50
1517,3549,46,1
1518,3550,233,247
1519,3551,236,250
1520,3552,237,251
1521,3553,238,252
1522,3554,157,166
1523,3555,25,28
1523,3556,25,5
1523,3557,25,1
1524,3558,239,253
1524,3559,239,2
1525,3560,161,170
1525,3561,161,171
1526,3562,157,166
1527,3563,37,41
1527,3564,37,5
1528,3565,37,41
1528,3566,37,5
1529,3567,14,17
1529,3568,14,5
1529,3569,14,1
1530,3570,32,35
1530,3571,32,5
1531,3572,157,166
1532,3573,161,170
1532,3574,161,171
1533,3575,240,254
1534,3576,157,166
1535,3577,54,59
1535,3578,54,5
1536,3579,232,246
1537,3580,234,248
1537,3581,234,236
1538,3582,241,170
1538,3583,241,233
1539,3584,157,166
1540,3585,235,249
1541,3586,235,249
1542,3587,157,166
1543,3588,16,19
1543,3589,16,5
1544,3590,21,24
1544,3591,21,1
1545,3592,109,117
1545,3593,109,1
1546,3594,21,24
1546,3595,21,1
1547,3596,161,170
1547,3597,161,171
1548,3598,46,50
1548,3599,46,1
1549,3600,157,166
1550,3601,24,27
1550,3602,24,5
1551,3603,35,39
1552,3604,157,166
1553,3605,157,166
1554,3606,242,255
1554,3607,242,1
1555,3608,7,10
1555,3609,7,5
1555,3610,7,1
1556,3611,209,221
1557,3612,243,256
1558,3613,244,257
1558,3614,244,5
1559,3615,51,56
1559,3616,51,5
1560,3617,46,50
1560,3618,46,1
1561,3619,51,56
1561,3620,51,5
1562,3621,3,6
1562,3622,3,5
1563,3623,16,19
1563,3624,16,5
1564,3625,157,166
1565,3626,245,258
1565,3627,245,1
1566,3628,245,258
1566,3629,245,1
1567,3630,245,258
1567,3631,245,1
1568,3632,87,93
1568,3633,87,5
1568,3634,87,1
1569,3635,43,47
1569,3636,43,5
1570,3637,46,50
1570,3638,46,1
1571,3639,146,155
1571,3640,146,1
1572,3641,157,166
1573,3642,46,50
1573,3643,46,1
1574,3644,235,249
1575,3645,161,170
1575,3646,161,171
1576,3647,157,166
1577,3648,246,259
1577,3649,246,5
1578,3650,233,247
1579,3651,2,4
1579,3652,2,5
1579,3653,2,2
1580,3654,8,11
1580,3655,8,1
1580,3656,8,2
1581,3657,157,166
1582,3658,247,260
1583,3659,237,251
1584,3660,3,6
1584,3661,3,5
1585,3662,232,246
1586,3663,248,261
1587,3664,180,190
1587,3665,180,5
1588,3666,180,190
1588,3667,180,5
1589,3668,190,201
1589,3669,190,5
1590,3670,157,166
1591,3671,249,262
1592,3672,168,178
1592,3673,168,1
1593,3674,231,245
1594,3675,157,166
1595,3676,3,6
1595,3677,3,5
1596,3678,157,166
1597,3679,250,263
1598,3680,157,166
1599,3681,157,166
1600,3682,157,166
1601,3683,3,6
1601,3684,3,5
1602,3685,3,6
1602,3686,3,5
1603,3687,25,28
1603,3688,25,5
1603,3689,25,1
1604,3690,251,264
1604,3691,251,265
1605,3692,7,10
1605,3693,7,5
1605,3694,7,1
1606,3695,252,266
1607,3696,253,267
1607,3697,253,171
1608,3698,141,149
1608,3699,141,5
1608,3700,141,1
1608,3701,141,37
1609,3702,161,170
1609,3703,161,171
1610,3704,157,166
1611,3705,254,268
1612,3706,161,170
1612,3707,161,171
1613,3708,3,6
1613,3709,3,5
1614,3710,25,28
1614,3711,25,5
1614,3712,25,1
1615,3713,152,161
1615,3714,152,1
1616,3715,146,155
1616,3716,146,1
1617,3717,147,156
1617,3718,147,1
1618,3719,41,45
1618,3720,41,5
1619,3721,157,166
1620,3722,3,6
1620,3723,3,5
1621,3724,157,166
1622,3725,157,166
1623,3726,236,250
1624,3727,3,6
1624,3728,3,5
1625,3729,252,266
1626,3730,109,117
1626,3731,109,1
1627,3732,91,97
1628,3733,146,155
1628,3734,146,1
1629,3735,147,156
1629,3736,147,1
1630,3737,25,28
1630,3738,25,5
1630,3739,25,1
1631,3740,236,250
1632,3741,231,245
1633,3742,255,269
1634,3743,7,10
1634,3744,7,5
1634,3745,7,1
1635,3746,10,13
1635,3747,10,5
1636,3748,212,224
1636,3749,212,1
1637,3750,46,50
1637,3751,46,1
1638,3752,256,270
1638,3753,256,5
1638,3754,256,271
1639,3755,232,246
1640,3756,257,272
1641,3757,252,266
1642,3758,258,273
1643,3759,3,6
1643,3760,3,5
1644,3761,192,204
1644,3762,192,5
1644,3763,192,1
1645,3764,192,204
1645,3765,192,5
1645,3766,192,1
1646,3767,91,97
1647,3768,52,57
1647,3769,52,5
1648,3770,52,57
1648,3771,52,5
1649,3772,52,57
1649,3773,52,5
1650,3774,219,231
1650,3775,219,5
1651,3776,46,50
1651,3777,46,1
1652,3778,46,50
1652,3779,46,1
1653,3780,157,166
1654,3781,91,97
1655,3782,192,204
1655,3783,192,5
1655,3784,192,1
1656,3785,37,41
1656,3786,37,5
1657,3787,259,274
1658,3788,190,201
1658,3789,190,5
1659,3790,18,21
1659,3791,18,5
1660,3792,18,21
1660,3793,18,5
1661,3794,260,275
1661,3795,260,74
1662,3796,157,166
1663,3797,91,97
1664,3798,261,276
1665,3799,3,6
1665,3800,3,5
1666,3801,157,166
1667,3802,24,27
1667,3803,24,5
1668,3804,24,27
1668,3805,24,5
1669,3806,203,215
1669,3807,203,74
1670,3808,157,166
1671,3809,157,166
1672,3810,157,166
1673,3811,7,10
1673,3812,7,5
1673,3813,7,1
1674,3814,157,166
1675,3815,57,62
1675,3816,57,5
1676,3817,10,13
1676,3818,10,5
1677,3819,6,9
1677,3820,6,5
1677,3821,6,1
1678,3822,252,266
1679,3823,252,266
1680,3824,7,10
1680,3825,7,5
1680,3826,7,1
1681,3827,157,166
1682,3828,157,166
1683,3829,7,10
1683,3830,7,5
1683,3831,7,1
1684,3832,7,10
1684,3833,7,5
1684,3834,7,1
1685,3835,157,166
1686,3836,252,266
1687,3837,157,166
1688,3838,46,50
1688,3839,46,1
1689,3840,262,277
1690,3841,263,278
1690,3842,263,5
1691,3843,81,87
1691,3844,81,5
1691,3845,81,2
1692,3846,92,98
1692,3847,92,5
1693,3848,143,152
1693,3849,143,1
1693,3850,143,37
1694,3851,161,170
1694,3852,161,171
1695,3853,157,166
1696,3854,233,247
1697,3855,161,170
1697,3856,161,171
1698,3857,243,256
1699,3858,2,4
1699,3859,2,5
1699,3860,2,2
1700,3861,148,157
1700,3862,148,1
1701,3863,157,166
1702,3864,264,264
1702,3865,264,279
1703,3866,265,280
1703,3867,265,5
1704,3868,51,56
1704,3869,51,5
1705,3870,266,281
1706,3871,237,251
1707,3872,209,221
1708,3873,209,221
1709,3874,243,256
1710,3875,24,27
1710,3876,24,5
1711,3877,157,166
1712,3878,267,282
1713,3879,18,21
1713,3880,18,5
1714,3881,268,283
1715,3882,269,248
1715,3883,269,284
1716,3884,157,166
1717,3885,157,166
1718,3886,41,45
1718,3887,41,5
1719,3888,270,170
1719,3889,270,285
1720,3890,271,286
1721,3891,157,166
1722,3892,157,166
1723,3893,209,221
1724,3894,272,287
1725,3895,262,277
1726,3896,161,170
1726,3897,161,171
1727,3898,161,170
1727,3899,161,171
1728,3900,249,262
1729,3901,157,166
1730,3902,243,256
1731,3903,243,256
1732,3904,273,288
1733,3905,274,289
1733,3906,274,5
1734,3907,275,290
1735,3908,276,291
1735,3909,276,5
1736,3910,277,292
1736,3911,277,1
1737,3912,278,293
1737,3913,278,1
1738,3914,233,247
1739,3915,279,294
1739,3916,279,5
1739,3917,279,1
1740,3918,279,294
1740,3919,279,5
1740,3920,279,1
1741,3921,233,247
1742,3922,161,170
1742,3923,161,171
1743,3924,3,6
1743,3925,3,5
1744,3926,2,4
1744,3927,2,5
1744,3928,2,2
1745,3929,157,166
1746,3930,235,249
1747,3931,157,166
1748,3932,37,41
1748,3933,37,5
1749,3934,280,295
1749,3935,280,5
1750,3936,281,296
1750,3937,281,5
1751,3938,161,170
1751,3939,161,171
1752,3940,11,14
1752,3941,11,5
1752,3942,11,1
1753,3943,41,45
1753,3944,41,5
1754,3945,46,50
1754,3946,46,1
1755,3947,188,199
1755,3948,188,1
1756,3949,282,297
1756,3950,282,1
1756,3951,282,37
1757,3952,157,166
1758,3953,235,249
1759,3954,96,102
1759,3955,96,5
1760,3956,46,50
1760,3957,46,1
1761,3958,46,50
1761,3959,46,1
1762,3960,46,50
1762,3961,46,1
1763,3962,283,298
1764,3963,229,243
1764,3964,229,5
1765,3965,180,190
1765,3966,180,5
1766,3967,284,299
1766,3968,284,5
1766,3969,284,37
1767,3970,185,196
1767,3971,185,5
1768,3972,233,247
1769,3973,157,166
1770,3974,161,170
1770,3975,161,171
1771,3976,285,300
1772,3977,286,301
1773,3978,157,166
1774,3979,237,251
1775,3980,161,170
1775,3981,161,171
1776,3982,157,166
1777,3983,250,263
1778,3984,287,302
1779,3985,259,274
1780,3986,288,303
1781,3987,233,247
1782,3988,233,247
1783,3989,157,166
1784,3990,157,166
1785,3991,31,34
1785,3992,31,1
1786,3993,31,34
1786,3994,31,1
1787,3995,161,170
1787,3996,161,171
1788,3997,161,170
1788,3998,161,171
1789,3999,157,166
1790,4000,41,45
1790,4001,41,5
1791,4002,157,166
1792,4003,157,166
1793,4004,232,246
1794,4005,289,304
1795,4006,233,247
1796,4007,233,247
1797,4008,161,170
1797,4009,161,171
1798,4010,161,170
1798,4011,161,171
1799,4012,254,268
1800,4013,157,166
1801,4014,157,166
1802,4015,252,266
1803,4016,161,170
1803,4017,161,171
1804,4018,161,170
1804,4019,161,171
1805,4020,3,6
1805,4021,3,5
1806,4022,137,145
1806,4023,137,2
1806,4024,137,37
1807,4025,59,64
1807,4026,59,5
1807,4027,59,2
1807,4028,59,37
1808,4029,59,64
1808,4030,59,5
1808,4031,59,2
1808,4032,59,37
1809,4033,19,22
1809,4034,19,5
1810,4035,19,22
1810,4036,19,5
1811,4037,275,290
1812,4038,290,305
1813,4039,291,306
1814,4040,286,301
1815,4041,42,46
1815,4042,42,5
1816,4043,292,170
1816,4044,292,307
1817,4045,292,170
1817,4046,292,307
1818,4047,2,4
1818,4048,2,5
1818,4049,2,2
1819,4050,168,178
1819,4051,168,1
1820,4052,252,266
1821,4053,293,308
1822,4054,157,166
1823,4055,157,166
1824,4056,3,6
1824,4057,3,5
1825,4058,2,4
1825,4059,2,5
1825,4060,2,2
1826,4061,148,157
1826,4062,148,1
1827,4063,250,263
1828,4064,258,273
1829,4065,258,273
1830,4066,286,301
1831,4067,209,221
1832,4068,252,266
1833,4069,258,273
1834,4070,236,250
1835,4071,236,250
1836,4072,294,309
1837,4073,295,310
1837,4074,295,1
1838,4075,219,231
1838,4076,219,5
1839,4077,219,231
1839,4078,219,5
1840,4079,157,166
1841,4080,296,311
1842,4081,157,166
1843,4082,157,166
1844,4083,297,312
1845,4084,157,166
1846,4085,252,266
1847,4086,233,247
1848,4087,157,166
1849,4088,157,166
1850,4089,298,313
1851,4090,59,64
1851,4091,59,5
1851,4092,59,2
1851,4093,59,37
1852,4094,59,64
1852,4095,59,5
1852,4096,59,2
1852,4097,59,37
1853,4098,271,286
1854,4099,271,286
1855,4100,142,150
1855,4101,142,151
1856,4102,252,266
1857,4103,292,170
1857,4104,292,307
1858,4105,232,246
1859,4106,236,250
1860,4107,254,268
1861,4108,299,314
1862,4109,300,315
1863,4110,257,272
1864,4111,301,316
1865,4112,161,170
1865,4113,161,171
1866,4114,302,317
1867,4115,262,277
1868,4116,157,166
1869,4117,193,205
1869,4118,193,1
1870,4119,193,205
1870,4120,193,1
1871,4121,234,248
1871,4122,234,236
1872,4123,303,318
1872,4124,303,5
1873,4125,303,318
1873,4126,303,5
1874,4127,304,319
1874,4128,304,5
1874,4129,304,37
1875,4130,305,320
1875,4131,305,5
1875,4132,305,37
1876,4133,298,313
1877,4134,157,166
1878,4135,262,277
1879,4136,262,277
1880,4137,2,4
1880,4138,2,5
1880,4139,2,2
1881,4140,233,247
1882,4141,306,321
1883,4142,239,253
1883,4143,239,2
1884,4144,250,263
1885,4145,270,170
1885,4146,270,285
1886,4147,5,8
1886,4148,5,5
1886,4149,5,1
1887,4150,7,10
1887,4151,7,5
1887,4152,7,1
1888,4153,243,256
1889,4154,192,204
1889,4155,192,5
1889,4156,192,1
1890,4157,32,35
1890,4158,32,5
1891,4159,161,170
1891,4160,161,171
1892,4161,161,170
1892,4162,161,171
1893,4163,272,287
1894,4164,262,277
1895,4165,2,4
1895,4166,2,5
1895,4167,2,2
1896,4168,4,7
1896,4169,4,5
1896,4170,4,2
1897,4171,307,232
1897,4172,307,171
1898,4173,238,252
1899,4174,42,46
1899,4175,42,5
1900,4176,157,166
1901,4177,157,166
1902,4178,157,166
1903,4179,161,170
1903,4180,161,171
1904,4181,308,322
1905,4182,309,323
1905,4183,309,1
1905,4184,309,2
1905,4185,309,37
1906,4186,310,324
1906,4187,310,5
1906,4188,310,1
1907,4189,243,256
1908,4190,161,170
1908,4191,161,171
1909,4192,243,256
1910,4193,157,166
1911,4194,301,316
1912,4195,24,27
1912,4196,24,5
1913,4197,157,166
1914,4198,161,170
1914,4199,161,171
1915,4200,157,166
1916,4201,24,27
1916,4202,24,5
1917,4203,249,262
1918,4204,264,264
1918,4205,264,279
1919,4206,192,204
1919,4207,192,5
1919,4208,192,1
1920,4209,180,190
1920,4210,180,5
1921,4211,234,248
1921,4212,234,236
1922,4213,234,248
1922,4214,234,236
1923,4215,157,166
1924,4216,233,247
1925,4217,148,157
1925,4218,148,1
1926,4219,311,325
1927,4220,254,268
1928,4221,157,166
1929,4222,157,166
1930,4223,247,260
1931,4224,252,266
1932,4225,161,170
1932,4226,161,171
1933,4227,157,166
1934,4228,312,326
1935,4229,42,46
1935,4230,42,5
1936,4231,252,266
1937,4232,2,4
1937,4233,2,5
1937,4234,2,2
1938,4235,75,81
1938,4236,75,2
1939,4237,233,247
1940,4238,243,256
1941,4239,233,247
1942,4240,252,266
1943,4241,292,170
1943,4242,292,307
1944,4243,161,170
1944,4244,161,171
1945,4245,238,252
1946,4246,313,327
1946,4247,313,1
1947,4248,314,328
1947,4249,314,74
1947,4250,314,1
1948,4251,168,178
1948,4252,168,1
1949,4253,7,10
1949,4254,7,5
1949,4255,7,1
1950,4256,157,166
1951,4257,212,224
1951,4258,212,1
1952,4259,41,45
1952,4260,41,5
1953,4261,186,197
1953,4262,186,5
1954,4263,315,329
1954,4264,315,1
1955,4265,316,330
1955,4266,316,5
1956,4267,20,23
1956,4268,20,1
1957,4269,252,266
1958,4270,236,250
1959,4271,236,250
1960,4272,157,166
1961,4273,317,331
1962,4274,267,282
1963,4275,318,332
1963,4276,318,1
1964,4277,219,231
1964,4278,219,5
1965,4279,291,306
1966,4280,28,31
1966,4281,28,1
1967,4282,319,333
1968,4283,157,166
1969,4284,292,170
1969,4285,292,307
1970,4286,320,334
1970,4287,320,74
1971,4288,320,334
1971,4289,320,74
1972,4290,291,306
1973,4291,233,247
1974,4292,233,247
1975,4293,38,42
1975,4294,38,5
1976,4295,180,190
1976,4296,180,5
1977,4297,180,190
1977,4298,180,5
1978,4299,321,335
1978,4300,321,74
1979,4301,322,170
1979,4302,322,336
1980,4303,272,287
1981,4304,148,157
1981,4305,148,1
1982,4306,157,166
1983,4307,323,337
1984,4308,324,338
1985,4309,317,331
1986,4310,157,166
1987,4311,157,166
1988,4312,275,290
1989,4313,252,266
1990,4314,325,339
1990,4315,325,340
1991,4316,3,6
1991,4317,3,5
1992,4318,326,341
1992,4319,326,1
1993,4320,128,136
1993,4321,128,1
1994,4322,327,342
1995,4323,328,343
1996,4324,329,344
1997,4325,157,166
1998,4326,249,262
1999,4327,157,166
2000,4328,317,331
2001,4329,252,266
2002,4330,292,170
2002,4331,292,307
2003,4332,330,345
2004,4333,161,170
2004,4334,161,171
2005,4335,262,277
2006,4336,196,208
2006,4337,196,1
2007,4338,331,346
2008,4339,250,263
2009,4340,330,345
2010,4341,286,301
2011,4342,157,166
2012,4343,32,35
2012,4344,32,5
2013,4345,3,6
2013,4346,3,5
2014,4347,252,266
2015,4348,332,264
2015,4349,332,347
2016,4350,3,6
2016,4351,3,5
2017,4352,57,62
2017,4353,57,5
2018,4354,333,348
2019,4355,252,266
2020,4356,252,266
2021,4357,243,256
2022,4358,239,253
2022,4359,239,2
2023,4360,252,266
2024,4361,157,166
2025,4362,334,349
2026,4363,252,266
2027,4364,292,170
2027,4365,292,307
2028,4366,38,42
2028,4367,38,5
2029,4368,38,42
2029,4369,38,5
2030,4370,37,41
2030,4371,37,5
2031,4372,37,41
2031,4373,37,5
2032,4374,335,350
2033,4375,252,266
2034,4376,239,253
2034,4377,239,2
2035,4378,254,268
2036,4379,45,49
2036,4380,45,5
2037,4381,252,266
2038,4382,161,170
2038,4383,161,171
2039,4384,270,170
2039,4385,270,285
2040,4386,121,129
2040,4387,121,5
2040,4388,121,2
2040,4389,121,37
2041,4390,336,351
2041,4391,336,5
2041,4392,336,1
2042,4393,337,352
2042,4394,337,5
2042,4395,337,1
2042,4396,337,37
2043,4397,296,311
2044,4398,161,170
2044,4399,161,171
2045,4400,252,266
2046,4401,252,266
2047,4402,338,353
2048,4403,339,354
2048,4404,339,74
2049,4405,296,311
2050,4406,252,266
2051,4407,209,221
2052,4408,300,315
2053,4409,234,248
2053,4410,234,236
2054,4411,258,273
2055,4412,292,170
2055,4413,292,307
2056,4414,252,266
2057,4415,340,355
2058,4416,233,247
2059,4417,233,247
2060,4418,157,166
2061,4419,247,260
2062,4420,341,356
2062,4421,341,1
2063,4422,65,70
2063,4423,65,5
2064,4424,252,266
2065,4425,342,357
2066,4426,341,356
2066,4427,341,1
2067,4428,296,311
2068,4429,343,358
2068,4430,343,1
2069,4431,344,359
2069,4432,344,1
2070,4433,238,252
2071,4434,296,311
2072,4435,345,360
2073,4436,275,290
2074,4437,252,266
2075,4438,252,266
2076,4439,334,349
2077,4440,252,266
2078,4441,252,266
2079,4442,252,266
2080,4443,277,292
2080,4444,277,1
2081,4445,278,293
2081,4446,278,1
2082,4447,270,170
2082,4448,270,285
2083,4449,270,170
2083,4450,270,285
2084,4451,252,266
2085,4452,341,356
2085,4453,341,1
2086,4454,233,247
2087,4455,255,269
2088,4456,346,361
2089,4457,252,266
2090,4458,252,266
2091,4459,312,326
2092,4460,255,269
2093,4461,3,6
2093,4462,3,5
2094,4463,254,268
2095,4464,322,170
2095,4465,322,336
2096,4466,2,4
2096,4467,2,5
2096,4468,2,2
2097,4469,45,49
2097,4470,45,5
2098,4471,239,253
2098,4472,239,2
2099,4473,347,362
2099,4474,347,1
2100,4475,270,170
2100,4476,270,285
2101,4477,252,266
2102,4478,292,170
2102,4479,292,307
2103,4480,348,363
2104,4481,23,26
2104,4482,23,1
2104,4483,23,2
2105,4484,9,12
2105,4485,9,5
2105,4486,9,1
2105,4487,9,2
2106,4488,2,4
2106,4489,2,5
2106,4490,2,2
2107,4491,9,12
2107,4492,9,5
2107,4493,9,1
2107,4494,9,2
2108,4495,0,0
2108,4496,0,1
2108,4497,0,2
2109,4498,349,364
2109,4499,349,2
2110,4500,76,82
2110,4501,76,5
2110,4502,76,2
2111,4503,23,26
2111,4504,23,1
2111,4505,23,2
2112,4506,324,338
2113,4507,23,26
2113,4508,23,1
2113,4509,23,2
2114,4510,9,12
2114,4511,9,5
2114,4512,9,1
2114,4513,9,2
2115,4514,13,16
2115,4515,13,1
2115,4516,13,2
2116,4517,275,290
2117,4518,46,50
2117,4519,46,1
2118,4520,23,26
2118,4521,23,1
2118,4522,23,2
2119,4523,8,11
2119,4524,8,1
2119,4525,8,2
2120,4526,23,26
2120,4527,23,1
2120,4528,23,2
2121,4529,324,338
2122,4530,76,82
2122,4531,76,5
2122,4532,76,2
