EQ,separated_EQ,group,separated_group
2983,5931,324,338
2984,5932,275,290
2985,5933,324,338
2986,5934,324,338
2987,5935,275,290
2988,5936,3,6
2988,5937,3,5
2989,5938,3,6
2989,5939,3,5
2990,5940,292,170
2990,5941,292,307
2991,5942,495,509
2991,5943,495,1
2992,5944,7,10
2992,5945,7,5
2992,5946,7,1
2993,5947,221,234
2993,5948,221,5
2994,5949,275,290
2995,5950,496,267
2995,5951,496,370
2996,5952,11,14
2996,5953,11,5
2996,5954,11,1
2997,5955,28,31
2997,5956,28,1
2998,5957,324,338
2999,5958,275,290
3000,5959,437,454
3001,5960,163,173
3001,5961,163,5
3001,5962,163,1
3001,5963,163,37
3002,5964,497,510
3002,5965,497,52
3003,5966,498,511
3003,5967,498,1
3004,5968,352,367
3005,5969,403,418
3005,5970,403,2
3006,5971,324,338
3007,5972,168,178
3007,5973,168,1
3008,5974,499,512
3008,5975,499,1
3009,5976,290,305
3010,5977,500,513
3011,5978,270,170
3011,5979,270,285
3012,5980,270,170
3012,5981,270,285
3013,5982,38,42
3013,5983,38,5
3014,5984,442,459
3015,5985,161,170
3015,5986,161,171
3016,5987,161,170
3016,5988,161,171
3017,5989,355,170
3017,5990,355,370
3018,5991,355,170
3018,5992,355,370
3019,5993,285,300
3020,5994,285,300
3021,5995,442,459
3022,5996,275,290
3023,5997,270,170
3023,5998,270,285
3024,5999,324,338
3025,6000,232,246
3026,6001,166,176
3026,6002,166,1
3027,6003,251,264
3027,6004,251,265
3028,6005,275,290
3029,6006,437,454
3030,6007,437,454
3031,6008,111,119
3031,6009,111,5
3032,6010,275,290
3033,6011,275,290
3034,6012,275,290
3035,6013,275,290
3036,6014,275,290
3037,6015,6,9
3037,6016,6,5
3037,6017,6,1
3038,6018,6,9
3038,6019,6,5
3038,6020,6,1
3039,6021,373,170
3039,6022,373,388
3040,6023,373,170
3040,6024,373,388
3041,6025,324,338
3042,6026,501,514
3043,6027,324,338
3044,6028,442,459
3045,6029,469,484
3046,6030,37,41
3046,6031,37,5
3047,6032,37,41
3047,6033,37,5
3048,6034,440,457
3048,6035,440,2
3049,6036,469,484
3050,6037,469,484
3051,6038,502,515
3052,6039,437,454
3053,6040,442,459
3054,6041,415,429
3054,6042,415,370
3055,6043,324,338
3056,6044,324,338
3057,6045,275,290
3058,6046,378,393
3058,6047,378,1
3059,6048,7,10
3059,6049,7,5
3059,6050,7,1
3060,6051,427,442
3060,6052,427,5
3061,6053,415,429
3061,6054,415,370
3062,6055,442,459
3063,6056,503,429
3063,6057,503,388
3064,6058,7,10
3064,6059,7,5
3064,6060,7,1
3065,6061,7,10
3065,6062,7,5
3065,6063,7,1
3066,6064,504,516
3067,6065,505,517
3068,6066,469,484
3069,6067,415,429
3069,6068,415,370
3070,6069,262,277
3071,6070,262,277
3072,6071,506,518
3073,6072,422,437
3073,6073,422,2
3074,6074,507,519
3075,6075,494,508
3076,6076,51,56
3076,6077,51,5
3077,6078,244,257
3077,6079,244,5
3078,6080,64,69
3078,6081,64,5
3079,6082,161,170
3079,6083,161,171
3080,6084,161,170
3080,6085,161,171
3081,6086,357,372
3082,6087,503,429
3082,6088,503,388
3083,6089,415,429
3083,6090,415,370
3084,6091,415,429
3084,6092,415,370
3085,6093,378,393
3085,6094,378,1
3086,6095,322,170
3086,6096,322,336
3087,6097,491,505
3088,6098,368,383
3088,6099,368,1
3089,6100,508,520
3089,6101,508,1
3090,6102,509,451
3090,6103,509,233
3091,6104,510,521
3092,6105,511,522
3093,6106,512,523
3094,6107,513,524
3095,6108,415,429
3095,6109,415,370
3096,6110,470,485
3097,6111,469,484
3098,6112,275,290
3099,6113,514,525
3100,6114,515,526
3101,6115,516,527
3101,6116,516,528
3102,6117,517,529
3102,6118,517,370
3103,6119,505,517
3104,6120,518,530
3105,6121,519,531
3106,6122,519,531
3107,6123,517,529
3107,6124,517,370
3108,6125,506,518
3109,6126,506,518
3110,6127,442,459
3111,6128,275,290
3112,6129,469,484
3113,6130,258,273
3114,6131,520,532
3115,6132,442,459
3116,6133,16,19
3116,6134,16,5
3117,6135,96,102
3117,6136,96,5
3118,6137,464,479
3119,6138,275,290
3120,6139,521,533
3120,6140,521,370
3121,6141,442,459
3122,6142,522,534
3123,6143,442,459
3124,6144,469,484
3125,6145,357,372
3126,6146,523,535
3127,6147,442,459
3128,6148,270,170
3128,6149,270,285
3129,6150,431,446
3129,6151,431,447
3130,6152,275,290
3131,6153,16,19
3131,6154,16,5
3132,6155,469,484
3133,6156,469,484
3134,6157,469,484
3135,6158,469,484
3136,6159,324,338
3137,6160,3,6
3137,6161,3,5
3138,6162,442,459
3139,6163,469,484
3140,6164,524,536
3141,6165,503,429
3141,6166,503,388
3142,6167,525,537
3142,6168,525,2
3143,6169,491,505
3144,6170,415,429
3144,6171,415,370
3145,6172,355,170
3145,6173,355,370
3146,6174,355,170
3146,6175,355,370
3147,6176,526,538
3147,6177,526,2
3148,6178,10,13
3148,6179,10,5
3149,6180,469,484
3150,6181,506,518
3151,6182,524,536
3152,6183,527,539
3152,6184,527,1
3153,6185,528,540
3153,6186,528,74
3154,6187,529,541
3155,6188,530,542
3155,6189,530,452
3156,6190,469,484
3157,6191,531,543
3158,6192,532,544
3158,6193,532,370
3159,6194,505,517
3160,6195,469,484
3161,6196,3,6
3161,6197,3,5
3162,6198,180,190
3162,6199,180,5
3163,6200,519,531
3164,6201,533,545
3164,6202,533,2
3165,6203,526,538
3165,6204,526,2
3166,6205,534,546
3167,6206,535,547
3168,6207,398,413
3169,6208,532,544
3169,6209,532,370
3170,6210,466,481
3170,6211,466,370
3171,6212,469,484
3172,6213,536,548
3172,6214,536,370
3173,6215,505,517
3174,6216,537,549
3175,6217,494,508
3176,6218,537,549
3177,6219,538,550
3178,6220,505,517
3179,6221,505,517
3180,6222,302,317
3181,6223,506,518
3182,6224,205,217
3182,6225,205,1
3183,6226,538,550
3184,6227,469,484
3185,6228,469,484
3186,6229,56,61
3186,6230,56,52
3187,6231,454,470
3187,6232,454,370
3188,6233,507,519
3189,6234,539,551
3190,6235,460,476
3190,6236,460,370
3191,6237,192,204
3191,6238,192,5
3191,6239,192,1
3192,6240,442,459
3193,6241,494,508
3194,6242,540,552
3195,6243,87,93
3195,6244,87,5
3195,6245,87,1
3196,6246,494,508
3197,6247,357,372
3198,6248,464,479
3199,6249,539,551
3200,6250,469,484
3201,6251,357,372
3202,6252,469,484
3203,6253,469,484
3204,6254,517,529
3204,6255,517,370
3205,6256,233,247
3206,6257,541,553
3207,6258,292,170
3207,6259,292,307
3208,6260,442,459
3209,6261,542,554
3209,6262,542,2
3210,6263,543,555
3211,6264,544,529
3211,6265,544,388
3212,6266,463,248
3212,6267,463,431
3213,6268,494,508
3214,6269,545,556
3215,6270,540,552
3216,6271,275,290
3217,6272,368,383
3217,6273,368,1
3218,6274,546,557
3219,6275,415,429
3219,6276,415,370
3220,6277,7,10
3220,6278,7,5
3220,6279,7,1
3221,6280,275,290
3222,6281,494,508
3223,6282,373,170
3223,6283,373,388
3224,6284,537,549
3225,6285,415,429
3225,6286,415,370
3226,6287,415,429
3226,6288,415,370
3227,6289,546,557
3228,6290,494,508
3229,6291,537,549
3230,6292,519,531
3231,6293,536,548
3231,6294,536,370
3232,6295,505,517
3233,6296,547,558
3233,6297,547,2
3234,6298,357,372
3235,6299,548,548
3235,6300,548,388
3236,6301,539,551
3237,6302,471,486
3238,6303,472,487
3239,6304,146,155
3239,6305,146,1
3240,6306,24,27
3240,6307,24,5
3241,6308,549,559
3241,6309,549,2
3242,6310,442,459
3243,6311,442,459
3244,6312,550,560
3244,6313,550,5
3245,6314,494,508
3246,6315,18,21
3246,6316,18,5
3247,6317,25,28
3247,6318,25,5
3247,6319,25,1
3248,6320,25,28
3248,6321,25,5
3248,6322,25,1
3249,6323,25,28
3249,6324,25,5
3249,6325,25,1
3250,6326,469,484
3251,6327,469,484
3252,6328,469,484
3253,6329,494,508
3254,6330,442,459
3255,6331,469,484
3256,6332,469,484
3257,6333,539,551
3258,6334,551,561
3259,6335,275,290
3260,6336,404,419
3260,6337,404,1
3261,6338,357,372
3262,6339,469,484
3263,6340,469,484
3264,6341,552,562
3264,6342,552,563
3265,6343,503,429
3265,6344,503,388
3266,6345,442,459
3267,6346,442,459
3268,6347,464,479
3269,6348,553,564
3270,6349,554,565
3271,6350,554,565
3272,6351,355,170
3272,6352,355,370
3273,6353,520,532
3274,6354,520,532
3275,6355,515,526
3276,6356,505,517
3277,6357,7,10
3277,6358,7,5
3277,6359,7,1
3278,6360,7,10
3278,6361,7,5
3278,6362,7,1
3279,6363,507,519
3280,6364,506,518
3281,6365,555,566
3282,6366,494,508
3283,6367,494,508
3284,6368,357,372
3285,6369,357,372
3286,6370,442,459
3287,6371,24,27
3287,6372,24,5
3288,6373,556,567
3289,6374,557,568
3289,6375,557,2
3290,6376,558,569
3291,6377,559,570
3291,6378,559,563
3292,6379,538,550
3293,6380,538,550
3294,6381,538,550
3295,6382,306,321
3296,6383,560,571
3297,6384,561,572
3297,6385,561,2
3298,6386,537,549
3299,6387,540,552
3300,6388,540,552
3301,6389,373,170
3301,6390,373,388
3302,6391,361,376
3302,6392,361,1
3303,6393,355,170
3303,6394,355,370
3304,6395,503,429
3304,6396,503,388
3305,6397,502,515
3306,6398,536,548
3306,6399,536,370
3307,6400,205,217
3307,6401,205,1
3308,6402,442,459
3309,6403,442,459
3310,6404,68,73
3310,6405,68,74
3311,6406,539,551
3312,6407,539,551
3313,6408,368,383
3313,6409,368,1
3314,6410,505,517
3315,6411,562,573
3316,6412,503,429
3316,6413,503,388
3317,6414,442,459
3318,6415,563,574
3318,6416,563,447
3319,6417,539,551
3320,6418,564,575
3321,6419,504,516
3322,6420,415,429
3322,6421,415,370
3323,6422,565,576
3323,6423,565,388
3324,6424,548,548
3324,6425,548,388
3325,6426,415,429
3325,6427,415,370
3326,6428,566,577
3326,6429,566,1
3327,6430,197,209
3327,6431,197,1
3328,6432,197,209
3328,6433,197,1
3329,6434,560,571
3330,6435,494,508
3331,6436,551,561
3332,6437,551,561
3333,6438,539,551
3334,6439,548,548
3334,6440,548,388
3335,6441,567,578
3335,6442,567,579
3336,6443,158,167
3336,6444,158,1
3337,6445,568,580
3338,6446,324,338
3339,6447,506,518
3340,6448,442,459
3341,6449,292,170
3341,6450,292,307
3342,6451,495,509
3342,6452,495,1
3343,6453,415,429
3343,6454,415,370
3344,6455,415,429
3344,6456,415,370
3345,6457,464,479
3346,6458,464,479
3347,6459,505,517
3348,6460,464,479
3349,6461,507,519
3350,6462,270,170
3350,6463,270,285
3351,6464,454,470
3351,6465,454,370
3352,6466,507,519
3353,6467,505,517
3354,6468,494,508
3355,6469,494,508
3356,6470,507,519
3357,6471,507,519
3358,6472,569,581
3358,6473,569,370
3359,6474,504,516
3360,6475,569,581
3360,6476,569,370
3361,6477,538,550
3362,6478,562,573
3363,6479,461,477
3363,6480,461,370
3364,6481,546,557
3365,6482,368,383
3365,6483,368,1
3366,6484,538,550
3367,6485,469,484
3368,6486,504,516
3369,6487,520,532
3370,6488,469,484
3371,6489,494,508
3372,6490,564,575
3373,6491,564,575
3374,6492,464,479
3375,6493,540,552
3376,6494,546,557
3377,6495,469,484
3378,6496,516,527
3378,6497,516,528
3379,6498,546,557
3380,6499,494,508
3381,6500,538,550
3382,6501,494,508
3383,6502,494,508
3384,6503,570,578
3384,6504,570,582
3385,6505,494,508
3386,6506,520,532
3387,6507,558,569
3388,6508,571,578
3388,6509,571,583
3389,6510,572,578
3389,6511,572,584
3390,6512,494,508
3391,6513,241,170
3391,6514,241,233
3392,6515,275,290
3393,6516,573,585
3393,6517,573,447
3394,6518,471,486
3395,6519,464,479
3396,6520,464,479
3397,6521,564,575
3398,6522,574,586
3399,6523,575,587
3400,6524,252,266
3401,6525,572,578
3401,6526,572,584
3402,6527,572,578
3402,6528,572,584
3403,6529,572,578
3403,6530,572,584
3404,6531,539,551
3405,6532,519,531
3406,6533,507,519
3407,6534,357,372
3408,6535,538,550
3409,6536,324,338
3410,6537,355,170
3410,6538,355,370
3411,6539,494,508
3412,6540,494,508
3413,6541,576,588
3413,6542,576,589
3414,6543,572,578
3414,6544,572,584
3415,6545,572,578
3415,6546,572,584
3416,6547,538,550
3417,6548,494,508
3418,6549,572,578
3418,6550,572,584
3419,6551,572,578
3419,6552,572,584
3420,6553,445,461
3420,6554,445,370
3421,6555,494,508
3422,6556,2,4
3422,6557,2,5
3422,6558,2,2
3423,6559,544,529
3423,6560,544,388
3424,6561,531,543
3425,6562,577,590
3426,6563,578,470
3426,6564,578,388
3427,6565,579,591
3428,6566,539,551
3429,6567,362,377
3429,6568,362,1
3430,6569,539,551
3431,6570,311,325
3432,6571,580,477
3432,6572,580,388
3433,6573,572,578
3433,6574,572,584
3434,6575,572,578
3434,6576,572,584
3435,6577,494,508
3436,6578,452,468
3436,6579,452,2
3437,6580,505,517
3438,6581,533,545
3438,6582,533,2
3439,6583,574,586
3440,6584,442,459
3441,6585,581,592
3442,6586,572,578
3442,6587,572,584
3443,6588,481,496
3444,6589,538,550
3445,6590,557,568
3445,6591,557,2
3446,6592,557,568
3446,6593,557,2
3447,6594,355,170
3447,6595,355,370
3448,6596,494,508
3449,6597,494,508
3450,6598,504,516
3451,6599,577,590
3452,6600,494,508
3453,6601,582,593
3453,6602,582,431
3454,6603,583,594
3455,6604,504,516
3456,6605,464,479
3457,6606,583,594
3458,6607,572,578
3458,6608,572,584
3459,6609,572,578
3459,6610,572,584
3460,6611,539,551
3461,6612,494,508
3462,6613,52,57
3462,6614,52,5
3463,6615,539,551
3464,6616,539,551
3465,6617,57,62
3465,6618,57,5
3466,6619,584,595
3466,6620,584,5
3467,6621,494,508
3468,6622,585,596
3468,6623,585,431
3469,6624,494,508
3470,6625,551,561
3471,6626,538,550
3472,6627,538,550
3473,6628,469,484
3474,6629,575,587
3475,6630,586,597
3476,6631,538,550
3477,6632,212,224
3477,6633,212,1
3478,6634,212,224
3478,6635,212,1
3479,6636,464,479
3480,6637,587,598
3481,6638,503,429
3481,6639,503,388
3482,6640,404,419
3482,6641,404,1
3483,6642,461,477
3483,6643,461,370
3484,6644,571,578
3484,6645,571,583
3485,6646,588,599
3486,6647,520,532
3487,6648,464,479
3488,6649,431,446
3488,6650,431,447
3489,6651,539,551
3490,6652,519,531
3491,6653,589,600
3491,6654,589,2
3492,6655,551,561
3493,6656,357,372
3494,6657,275,290
3495,6658,590,601
3496,6659,590,601
3497,6660,324,338
3498,6661,414,428
3499,6662,591,576
3499,6663,591,370
3500,6664,415,429
3500,6665,415,370
3501,6666,533,545
3501,6667,533,2
3502,6668,537,549
3503,6669,539,551
3504,6670,539,551
3505,6671,592,602
3506,6672,519,531
3507,6673,464,479
3508,6674,292,170
3508,6675,292,307
3509,6676,292,170
3509,6677,292,307
3510,6678,442,459
3511,6679,538,550
3512,6680,560,571
3513,6681,593,603
3514,6682,554,565
3515,6683,594,604
3516,6684,475,490
3517,6685,291,306
3518,6686,285,300
3519,6687,355,170
3519,6688,355,370
3520,6689,536,548
3520,6690,536,370
3521,6691,595,605
3521,6692,595,370
3522,6693,596,606
3523,6694,539,551
3524,6695,461,477
3524,6696,461,370
3525,6697,571,578
3525,6698,571,583
3526,6699,357,372
3527,6700,324,338
3528,6701,55,60
3528,6702,55,5
3529,6703,464,479
3530,6704,494,508
3531,6705,597,607
3532,6706,598,461
3532,6707,598,388
3533,6708,572,578
3533,6709,572,584
3534,6710,557,568
3534,6711,557,2
3535,6712,574,586
3536,6713,599,608
3537,6714,600,609
3537,6715,600,2
3538,6716,275,290
3539,6717,454,470
3539,6718,454,370
3540,6719,601,610
3540,6720,601,447
3541,6721,574,586
3542,6722,494,508
3543,6723,579,591
3544,6724,602,611
3544,6725,602,447
3545,6726,424,439
3546,6727,603,612
3546,6728,603,2
3547,6729,519,531
3548,6730,519,531
3549,6731,285,300
3550,6732,508,520
3550,6733,508,1
3551,6734,571,578
3551,6735,571,583
3552,6736,571,578
3552,6737,571,583
3553,6738,157,166
3554,6739,464,479
3555,6740,415,429
3555,6741,415,370
3556,6742,521,533
3556,6743,521,370
3557,6744,591,576
3557,6745,591,370
3558,6746,355,170
3558,6747,355,370
3559,6748,604,613
3560,6749,449,465
3560,6750,449,370
3561,6751,543,555
3562,6752,516,527
3562,6753,516,528
3563,6754,517,529
3563,6755,517,370
3564,6756,538,550
3565,6757,165,175
3565,6758,165,74
3566,6759,558,569
3567,6760,575,587
3568,6761,605,614
3569,6762,470,485
3570,6763,157,166
3571,6764,157,166
3572,6765,505,517
3573,6766,505,517
3574,6767,519,531
3575,6768,454,470
3575,6769,454,370
3576,6770,520,532
3577,6771,538,550
3578,6772,415,429
3578,6773,415,370
3579,6774,606,615
3579,6775,606,370
3580,6776,469,484
3581,6777,507,519
3582,6778,516,527
3582,6779,516,528
3583,6780,469,484
3584,6781,469,484
3585,6782,607,616
3586,6783,233,247
3587,6784,151,160
3587,6785,151,1
3588,6786,608,617
3589,6787,572,578
3589,6788,572,584
3590,6789,572,578
3590,6790,572,584
3591,6791,576,588
3591,6792,576,589
3592,6793,190,201
3592,6794,190,5
3593,6795,481,496
3594,6796,461,477
3594,6797,461,370
3595,6798,543,555
3596,6799,609,618
3597,6800,610,619
3598,6801,517,529
3598,6802,517,370
3599,6803,357,372
3600,6804,275,290
3601,6805,324,338
3602,6806,589,600
3602,6807,589,2
3603,6808,589,600
3603,6809,589,2
3604,6810,25,28
3604,6811,25,5
3604,6812,25,1
3605,6813,574,586
3606,6814,446,462
3606,6815,446,370
3607,6816,611,620
3608,6817,275,290
3609,6818,540,552
3610,6819,324,338
3611,6820,285,300
3612,6821,538,550
3613,6822,504,516
3614,6823,539,551
3615,6824,157,166
3616,6825,612,621
3617,6826,538,550
3618,6827,551,561
3619,6828,398,413
3620,6829,519,531
3621,6830,258,273
3622,6831,613,622
3623,6832,520,532
3624,6833,574,586
3625,6834,520,532
3626,6835,614,623
3627,6836,3,6
3627,6837,3,5
3628,6838,580,477
3628,6839,580,388
3629,6840,578,470
3629,6841,578,388
3630,6842,615,624
3631,6843,469,484
3632,6844,245,258
3632,6845,245,1
3633,6846,572,578
3633,6847,572,584
3634,6848,572,578
3634,6849,572,584
3635,6850,157,166
3636,6851,616,625
3637,6852,517,529
3637,6853,517,370
3638,6854,582,593
3638,6855,582,431
3639,6856,494,508
3640,6857,494,508
3641,6858,3,6
3641,6859,3,5
3642,6860,180,190
3642,6861,180,5
3643,6862,415,429
3643,6863,415,370
3644,6864,539,551
3645,6865,367,382
3645,6866,367,1
3646,6867,617,626
3647,6868,618,627
3648,6869,619,628
3649,6870,575,587
3650,6871,539,551
3651,6872,578,470
3651,6873,578,388
3652,6874,620,629
3653,6875,621,630
3654,6876,464,479
3655,6877,536,548
3655,6878,536,370
3656,6879,519,531
3657,6880,540,552
3658,6881,552,562
3658,6882,552,563
3659,6883,494,508
3660,6884,622,477
3660,6885,622,336
3661,6886,312,326
3662,6887,232,246
3663,6888,427,442
3663,6889,427,5
3664,6890,529,541
3665,6891,623,631
3665,6892,623,563
3666,6893,46,50
3666,6894,46,1
3667,6895,624,632
3668,6896,285,300
3669,6897,625,633
3670,6898,626,634
3670,6899,626,2
3671,6900,627,635
3672,6901,275,290
3673,6902,442,459
3674,6903,628,527
3674,6904,628,589
3675,6905,285,300
3676,6906,464,479
3677,6907,539,551
3678,6908,275,290
3679,6909,461,477
3679,6910,461,370
3680,6911,415,429
3680,6912,415,370
3681,6913,415,429
3681,6914,415,370
3682,6915,536,548
3682,6916,536,370
3683,6917,520,532
3684,6918,551,561
3685,6919,629,636
3686,6920,630,637
3687,6921,469,484
3688,6922,631,638
3688,6923,631,370
3689,6924,494,508
3690,6925,469,484
3691,6926,357,372
3692,6927,368,383
3692,6928,368,1
3693,6929,551,561
3694,6930,632,639
3694,6931,632,2
3695,6932,564,575
3696,6933,484,498
3697,6934,563,574
3697,6935,563,447
3698,6936,563,574
3698,6937,563,447
3699,6938,505,517
3700,6939,461,477
3700,6940,461,370
3701,6941,275,290
3702,6942,633,640
3702,6943,633,1
3703,6944,355,170
3703,6945,355,370
3704,6946,475,490
3705,6947,475,490
3706,6948,442,459
3707,6949,464,479
3708,6950,634,641
3708,6951,634,2
3709,6952,441,458
3709,6953,441,2
3710,6954,157,166
3711,6955,18,21
3711,6956,18,5
3712,6957,635,642
3713,6958,494,508
3714,6959,580,477
3714,6960,580,388
3715,6961,580,477
3715,6962,580,388
3716,6963,636,476
3716,6964,636,388
3717,6965,580,477
3717,6966,580,388
3718,6967,574,586
3719,6968,469,484
3720,6969,505,517
3721,6970,469,484
3722,6971,46,50
3722,6972,46,1
3723,6973,494,508
3724,6974,449,465
3724,6975,449,370
3725,6976,505,517
3726,6977,469,484
3727,6978,519,531
3728,6979,458,474
3729,6980,275,290
3730,6981,161,170
3730,6982,161,171
3731,6983,431,446
3731,6984,431,447
3732,6985,25,28
3732,6986,25,5
3732,6987,25,1
3733,6988,368,383
3733,6989,368,1
3734,6990,539,551
3735,6991,606,615
3735,6992,606,370
3736,6993,457,473
3737,6994,458,474
3738,6995,519,531
3739,6996,507,519
3740,6997,571,578
3740,6998,571,583
3741,6999,551,561
3742,7000,574,586
3743,7001,599,608
3744,7002,161,170
3744,7003,161,171
3745,7004,552,562
3745,7005,552,563
3746,7006,324,338
3747,7007,494,508
3748,7008,637,643
3748,7009,637,644
3749,7010,557,568
3749,7011,557,2
3750,7012,638,645
3751,7013,583,594
3752,7014,639,646
3752,7015,639,1
3753,7016,639,646
3753,7017,639,1
3754,7018,538,550
3755,7019,576,588
3755,7020,576,589
3756,7021,628,527
3756,7022,628,589
3757,7023,324,338
3758,7024,469,484
3759,7025,469,484
3760,7026,458,474
3761,7027,373,170
3761,7028,373,388
3762,7029,373,170
3762,7030,373,388
3763,7031,537,549
3764,7032,233,247
3765,7033,640,647
3766,7034,505,517
3767,7035,641,648
3767,7036,641,447
3768,7037,641,648
3768,7038,641,447
3769,7039,642,649
3770,7040,424,439
3771,7041,442,459
3772,7042,519,531
3773,7043,12,15
3773,7044,12,1
3774,7045,520,532
3775,7046,583,594
3776,7047,559,570
3776,7048,559,563
3777,7049,275,290
3778,7050,285,300
3779,7051,504,516
3780,7052,643,650
3781,7053,357,372
3782,7054,357,372
3783,7055,507,519
3784,7056,628,527
3784,7057,628,589
3785,7058,505,517
3786,7059,399,414
3786,7060,399,370
3787,7061,511,522
3788,7062,519,531
3789,7063,454,470
3789,7064,454,370
3790,7065,357,372
3791,7066,551,561
3792,7067,644,651
3793,7068,442,459
3794,7069,494,508
3795,7070,519,531
3796,7071,529,541
3797,7072,507,519
3798,7073,355,170
3798,7074,355,370
3799,7075,494,508
3800,7076,575,587
3801,7077,645,652
3802,7078,504,516
3803,7079,507,519
3804,7080,507,519
3805,7081,543,555
3806,7082,551,561
3807,7083,551,561
3808,7084,551,561
3809,7085,355,170
3809,7086,355,370
3810,7087,578,470
3810,7088,578,388
3811,7089,572,578
3811,7090,572,584
3812,7091,357,372
3813,7092,646,653
3814,7093,494,508
3815,7094,504,516
3816,7095,520,532
3817,7096,622,477
3817,7097,622,336
3818,7098,580,477
3818,7099,580,388
3819,7100,580,477
3819,7101,580,388
3820,7102,507,519
3821,7103,507,519
3822,7104,494,508
3823,7105,551,561
3824,7106,469,484
3825,7107,357,372
3826,7108,538,550
3827,7109,580,477
3827,7110,580,388
3828,7111,546,557
3829,7112,560,571
3830,7113,551,561
3831,7114,505,517
3832,7115,494,508
3833,7116,572,578
3833,7117,572,584
3834,7118,539,551
3835,7119,494,508
3836,7120,647,654
3837,7121,620,629
3838,7122,533,545
3838,7123,533,2
3839,7124,275,290
3840,7125,442,459
3841,7126,520,532
3842,7127,578,470
3842,7128,578,388
3843,7129,572,578
3843,7130,572,584
3844,7131,575,587
3845,7132,648,655
3846,7133,538,550
3847,7134,494,508
3848,7135,557,568
3848,7136,557,2
3849,7137,461,477
3849,7138,461,370
3850,7139,580,477
3850,7140,580,388
3851,7141,507,519
3852,7142,494,508
3853,7143,649,656
3854,7144,647,654
3855,7145,601,610
3855,7146,601,447
3856,7147,650,657
3856,7148,650,447
3857,7149,602,611
3857,7150,602,447
3858,7151,579,591
3859,7152,270,170
3859,7153,270,285
3860,7154,538,550
3861,7155,575,587
3862,7156,651,658
3863,7157,494,508
3864,7158,538,550
3865,7159,507,519
3866,7160,546,557
3867,7161,161,170
3867,7162,161,171
3868,7163,575,587
3869,7164,652,659
3870,7165,494,508
3871,7166,445,461
3871,7167,445,370
3872,7168,577,590
3873,7169,538,550
3874,7170,538,550
3875,7171,571,578
3875,7172,571,583
3876,7173,538,550
3877,7174,579,591
3878,7175,653,660
3879,7176,494,508
3880,7177,442,459
3881,7178,572,578
3881,7179,572,584
3882,7180,538,550
3883,7181,540,552
3884,7182,520,532
3885,7183,654,527
3885,7184,654,265
3886,7185,571,578
3886,7186,571,583
3887,7187,520,532
3888,7188,494,508
3889,7189,655,661
3890,7190,656,662
3891,7191,575,587
3892,7192,494,508
3893,7193,507,519
3894,7194,507,519
3895,7195,494,508
3896,7196,560,571
3897,7197,572,578
3897,7198,572,584
3898,7199,572,578
3898,7200,572,584
3899,7201,572,578
3899,7202,572,584
3900,7203,516,527
3900,7204,516,528
3901,7205,431,446
3901,7206,431,447
3902,7207,431,446
3902,7208,431,447
3903,7209,469,484
3904,7210,649,656
3905,7211,494,508
3906,7212,579,591
3907,7213,580,477
3907,7214,580,388
3908,7215,572,578
3908,7216,572,584
3909,7217,285,300
3910,7218,25,28
3910,7219,25,5
3910,7220,25,1
3911,7221,25,28
3911,7222,25,5
3911,7223,25,1
3912,7224,494,508
3913,7225,243,256
3914,7226,543,555
3915,7227,494,508
3916,7228,546,557
3917,7229,657,663
3917,7230,657,370
3918,7231,538,550
3919,7232,572,578
3919,7233,572,584
3920,7234,68,73
3920,7235,68,74
3921,7236,243,256
3922,7237,306,321
3923,7238,658,664
3923,7239,658,388
3924,7240,658,664
3924,7241,658,388
3925,7242,659,665
3926,7243,660,666
3927,7244,538,550
3928,7245,571,578
3928,7246,571,583
3929,7247,539,551
3930,7248,661,664
3930,7249,661,370
3931,7250,578,470
3931,7251,578,388
3932,7252,571,578
3932,7253,571,583
3933,7254,571,578
3933,7255,571,583
3934,7256,662,667
3934,7257,662,668
3935,7258,576,588
3935,7259,576,589
3936,7260,576,588
3936,7261,576,589
3937,7262,516,527
3937,7263,516,528
3938,7264,661,664
3938,7265,661,370
3939,7266,642,649
3940,7267,658,664
3940,7268,658,388
3941,7269,454,470
3941,7270,454,370
3942,7271,663,669
3943,7272,664,670
3943,7273,664,431
3943,7274,664,2
3944,7275,324,338
3945,7276,324,338
3946,7277,620,629
3947,7278,665,671
3947,7279,665,1
3948,7280,494,508
3949,7281,666,672
3949,7282,666,2
3950,7283,638,645
3951,7284,579,591
3952,7285,579,591
3953,7286,667,673
